rated,starting_minutes,additional_seconds,white_rating,black_rating,moves,opening_eco,opening_name,opening_ply,winner
True,9,0,1763,1816,e4_e5_Qf3,C20,Kings_Pawn_Game_Napoleon_Attack,3,black
True,8,1,1621,1475,e4_e5_Qf3,C20,Kings_Pawn_Game_Napoleon_Attack,3,white
True,8,1,1500,1371,e4_e5_Qf3,C20,Kings_Pawn_Game_Napoleon_Attack,3,white
True,20,0,1657,1033,d4,A40,Queens_Pawn,1,white
False,30,35,1033,1500,Nf3_d5,A06,Reti_Opening,2,black
True,12,2,1035,1603,a4,A00,Ware_Opening,1,black
True,5,5,1036,1653,Nf3_d5,A06,Reti_Opening,2,black
True,5,5,1652,1038,e4_Nc6_d4,B00,Kings_Pawn_Game_Nimzowitsch_Defense,3,white
True,20,0,1359,1044,e4_Nf6_d3,B02,Alekhine_Defense_Maroczy_Variation,3,white
True,20,0,1051,1356,Nc3,A00,Van_Geet_Opening,1,black
False,180,180,1257,1051,e4_Nc6_Nf3,B00,Nimzowitsch_Defense_Declined_Variation,3,white
True,60,0,1598,1053,e4_Nf6,B02,Alekhine_Defense,2,white
True,10,11,1062,1322,Nf3_g6,A04,Zukertort_Opening_Kingside_Fianchetto,2,black
True,20,5,1025,1579,Nf3_Nf6,A04,Reti_Opening_2,2,black
False,15,15,1331,1025,e4_e5_d3,C20,Kings_Pawn_Game_Leonardis_Variation,3,white
True,8,15,1470,1029,d4_d5_c4_c5,D06,Queens_Gambit_Refused_Austrian_Defense,4,white
True,16,0,1035,1401,Nf3_d5,A06,Reti_Opening,2,black
True,15,0,1470,1039,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,white
True,15,0,1041,1600,a4_e5_h4,A00,Crab_Opening,3,black
True,1,12,1156,1005,e4_e5_Qf3,C20,Kings_Pawn_Game_Napoleon_Attack,3,black
True,1,12,1006,1679,b4,A00,Polish_Opening,1,black
True,15,0,1256,937,d4_d5,D00,Queens_Pawn_Game,2,white
True,15,0,946,1250,Nc3_d5_Nf3,A06,Zukertort_Opening_Reversed_Mexican_Defense,3,black
False,8,8,1418,1264,d4_d5,D00,Queens_Pawn_Game,2,white
True,10,6,1621,1268,e4_e6_d4_d5_exd5,C01,French_Defense_Exchange_Variation,5,white
False,6,5,1330,1272,e4_e5_Nc3_Nf6,C26,Vienna_Game_Falkbeer_Variation,4,white
True,5,5,1277,1550,e4_a6,B00,St._George_Defense,2,black
True,5,5,1546,1282,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,white
True,6,10,1259,1472,e4_e5_Bc4_Nf6_Nc3_Nc6_Nf3,C46,Four_Knights_Game_Italian_Variation,7,white
True,6,10,1467,1267,e4_e5_a3,C20,Kings_Pawn_Game_Mengarinis_Opening,3,white
True,8,8,1573,1271,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,white
True,8,8,1569,1276,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,white
True,5,10,1279,1696,e4_c5_Nc3,B23,Sicilian_Defense_Closed_Variation,3,black
True,5,7,1340,1293,e4_e5_c3,C20,Kings_Pawn_Game_Macleod_Attack,3,white
True,5,8,1294,1804,e4_e5_Nf3_Nc6_Nc3_Nf6_Bc4_Bc5_d3,C50,Italian_Game_Giuoco_Pianissimo_Italian_Four_Knights_Variation,9,black
True,5,8,1802,1296,e4_e5_Bc4_Bc5,C20,Bishops_Opening_Boi_Variation,4,white
True,5,8,1298,1800,e4_e5_Nf3_Nc6_Nc3_Nf6_Bc4_Bc5,C50,Four_Knights_Game_Italian_Variation,8,black
True,5,8,1861,1299,Nf3_d5_d4_Nc6,D02,Queens_Pawn_Game_Chigorin_Variation,4,white
True,10,0,1268,1316,e4_e5_Nf3_Nc6_Bc4_Bc5,C50,Giuoco_Piano,6,white
True,10,0,1347,1331,Nf3_d5_c4_dxc4,A09,Reti_Opening_Reti_Accepted,4,white
False,8,8,1418,1331,d4_e5,A40,Englund_Gambit,2,white
True,10,10,1340,1511,e4_e5_Nf3_Nc6_c3_Nf6,C44,Ponziani_Opening_Jaenisch_Counterattack,6,black
True,8,10,1325,1500,e3,A00,Vant_Kruijs_Opening,1,white
True,4,10,1455,1336,g3_c5,A00,Hungarian_Opening_Sicilian_Invitation,2,white
False,15,0,1609,1866,c4_e5_Nc3_Nf6,A22,English_Opening_Kings_English_Variation_Two_Knights_Variation,4,white
False,15,0,1760,1866,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_Nc3_a6_Bg5,B94,Sicilian_Defense_Najdorf_Variation,11,white
False,15,0,1866,1729,e4_c5_Nf3_Nc6_Bb5,B30,Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,5,white
False,15,0,1563,1866,d4_d5_c4_e6_Nc3_Nf6_Bg5_c6_Nf3_h6_Bh4,D44,Semi-Slav_Defense_Anti-Moscow_Gambit,11,black
False,15,0,1866,1500,e4_e5,C20,Kings_Pawn_Game,2,white
False,15,0,1500,1866,e4_c5_Nf3,B27,Sicilian_Defense,3,black
False,15,0,1866,1510,e4_c5_Nf3_Nc6_Bb5_g6,B31,Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack_Fianchetto_Variation,6,white
False,15,0,1866,1466,e4_e5_Nf3_d6_d4,C41,Philidor_Defense,5,black
False,15,0,1407,1866,d4_d5_e3_Nf6,D00,Queens_Pawn_Game_3,4,black
False,15,0,1614,1866,d3,A00,Mieses_Opening,1,black
False,15,0,1866,1556,e4_c5_Nf3_d6_c3,B50,Sicilian_Defense_Delayed_Alapin,5,white
False,20,0,1500,1866,e4_c5_Na3,B20,Sicilian_Defense_Kronberger_Variation,3,black
False,20,0,1866,1500,e4_e5_Nf3_f6,C40,Kings_Pawn_Game_Damiano_Defense,4,white
False,20,0,1866,1438,e4_e5_Nf3_Nc6_Bc4_h6,C55,Italian_Game_Anti-Fried_Liver_Defense,6,white
False,20,0,1500,1866,d4_d5,D00,Queens_Pawn_Game,2,white
False,15,0,1866,1500,e4_e5_Nf3_Nf6_Nxe5,C42,Petrovs_Defense_2,5,white
False,15,0,1500,1866,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,black
False,15,0,1706,1866,Nf3_Nf6_g3_d5_d4,D02,Queens_Pawn_Game_Symmetrical_Variation_Pseudo-Catalan,5,black
False,10,0,1866,2236,e4_c5_Nf3_e6_c3,B40,Sicilian_Defense_Delayed_Alapin_Variation,5,white
False,20,0,1817,1866,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,black
False,20,0,1866,1514,e4_e5_Nf3_Nc6_Bc4_Nf6_Ng5_Bc5_Nxf7,C57,Italian_Game_Two_Knights_Defense_Traxler_Counterattack_Knight_Sacrifice_Line,9,white
True,10,0,2326,1907,Nf3_d5_c4_e6,A13,English_Opening_Agincourt_Defense_2,4,white
True,30,0,1907,1770,d4_Nf6_Nf3_d5,D02,Queens_Pawn_Game_Symmetrical_Variation,4,black
True,10,0,1922,1839,d4_b6,A40,English_Defense_2,2,black
False,10,0,1925,1457,d4_d6,A41,Queens_Pawn,2,white
False,10,0,1457,1925,e4_d6,B07,Pirc_Defense_4,2,black
False,30,0,2160,1925,e4_e5_Nf3_Nc6_Bb5_Nf6_O-O,C65,Ruy_Lopez_Berlin_Defense,7,white
False,10,0,1925,1777,d4_b6,A40,English_Defense_2,2,black
False,10,0,1777,1925,e4_d5_exd5_Qxd5,B01,Scandinavian_Defense_Mieses-Kotroc_Variation,4,black
True,10,0,1932,2075,d4_Nf6_Nc3_d5,D01,Queens_Pawn_Game_Chigorin_Variation,4,black
False,10,0,1319,1932,d4_d5_e3,D00,Queens_Pawn_Game_2,3,black
False,10,0,1800,1932,e4_e5_Nf3_Nc6_d4_d6_Bc4_Nf6,C55,Italian_Game_Scotch_Gambit_Declined,8,black
True,10,0,1941,2034,d4_d5_Nf3,D02,Queens_Pawn_Game_Zukertort_Variation,3,black
True,10,0,1950,2049,d4_Nf6_Nf3_g6_Nc3_Bg7_e4_d6,B08,Pirc_Defense_Classical_Variation,8,black
True,10,0,1810,1967,e4_e5_f4_exf4_Bc4,C33,Kings_Gambit_Accepted_Bishops_Gambit,5,white
False,10,0,1967,1567,d4_d5_Nf3_Bg4,D02,Queens_Pawn_Game_Anti-Torre,4,white
False,10,0,1967,1411,d4_d5_Nf3,D02,Queens_Pawn_Game_Zukertort_Variation,3,white
False,10,0,1422,1967,e4_e5_Bc4_Nf6_Nf3,C42,Russian_Game_Urusov_Gambit,5,black
True,10,0,1959,1839,d4_e6_Nf3_d5_e3_Nf6,D05,Colle_System,6,white
False,10,0,1896,1959,e4_e5_Nf3_d6_d4_exd4_Nxd4_Nf6,C41,Philidor_Defense_Exchange_Variation,8,black
False,30,0,1959,1629,d4_d5_e3_Bf5_Nf3_Nf6,D04,Queens_Pawn_Game_Colle_System_Anti-Colle,6,black
True,10,0,1972,1959,d4_Nf6,A45,Indian_Game,2,black
True,10,0,1970,1959,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,10,0,1955,1946,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,10,0,1929,2046,d4_c6_e4,B12,Caro-Kann_Defense,3,white
True,10,0,1916,1922,d4_c6_e4_d5_exd5,B13,Caro-Kann_Defense_Exchange_Variation,5,white
True,30,0,1505,1914,c3,A00,Saragossa_Opening,1,black
True,10,0,1834,1930,e4_e5_Nf3_d6,C41,Philidor_Defense_2,4,white
True,10,0,1846,1947,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,white
True,10,0,1939,1778,d4_d5_e3_Nf6_Nf3,D04,Queens_Pawn_Game_Colle_System,5,white
True,10,0,1919,1994,d4_d5_e3,D00,Queens_Pawn_Game_2,3,white
True,10,0,1928,1988,d4_Nf6,A45,Indian_Game,2,black
True,10,0,1023,1821,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,10,0,1030,1501,e4_d5,B01,Scandinavian_Defense,2,black
True,15,0,1422,1040,e4_e5_Nf3_Bc5,C40,Kings_Pawn_Game_Busch-Gass_Gambit,4,white
True,11,11,1043,1701,e4_b6,B00,Owen_Defense,2,black
True,15,0,1049,1539,e4_c5_Bc4,B20,Sicilian_Defense_Bowdler_Attack,3,black
True,30,0,1055,1569,e4_e5_Bc4_Nf6_Nf3_Nc6,C55,Italian_Game_Two_Knights_Defense,6,black
False,18,5,1500,1500,b3_d5,A01,Nimzo-Larsen_Attack_Classical_Variation,2,white
False,18,5,1500,1500,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_Nc3_a6,B90,Sicilian_Defense_Najdorf_Variation,10,white
False,18,5,1500,1500,d4_Nf6_c4_c5_d5_b5,A57,Benko_Gambit,6,black
False,18,5,1500,1500,e4_e5_Nf3_Nc6_Bb5_Nf6_O-O,C65,Ruy_Lopez_Berlin_Defense,7,white
False,18,5,1500,1500,e4_e6_d4_d5_Nd2_a6,C03,French_Defense_Tarrasch_Variation_Modern_System,6,black
False,18,5,1500,1500,e4_e5_Nf3_Nc6_Bb5_Nf6_O-O_Bc5_c3,C64,Ruy_Lopez_Classical_Variation_Zukertort_Gambit,9,white
False,10,0,1500,2263,c4_c5_Nc3_Nc6_g3,A36,English_Opening_Symmetrical_Variation_Fianchetto_Variation,5,white
False,10,0,2263,1500,e4_d6_d4_Nf6_Nc3_g6_f4_Bg7_Bc4,B09,Pirc_Defense_Austrian_Attack_Ljubojevic_Variation,9,black
False,10,0,1500,2263,Nf3_c5,A04,Zukertort_Opening_Sicilian_Invitation,2,white
True,10,0,2349,1750,a4,A00,Ware_Opening,1,white
False,15,0,1750,1437,e4_d6_Nf3_Nc6,B00,Nimzowitsch_Defense_Williams_Variation,4,black
True,5,8,1895,1750,e4_e5_Nf3_Nc6_Bb5_Nf6_O-O,C65,Ruy_Lopez_Berlin_Defense,7,white
True,15,0,1570,1750,d4_d5,D00,Queens_Pawn_Game,2,white
True,15,0,1910,1714,e4_e5_f4_exf4_Nf3_g5_h4_g4_Ng5_Nf6,C39,Kings_Gambit_Accepted_Allgaier_Schlechter_Defense,10,black
True,10,0,1695,1688,d4_d5_Nf3_Nf6_Bf4,D02,Queens_Pawn_Game_London_System,5,black
True,10,0,1661,1666,e4_e5_Nf3_Nc6_Bc4_h6,C55,Italian_Game_Anti-Fried_Liver_Defense,6,white
True,10,0,1516,1643,e4_e5_Nf3_Nc6_Bc4_Nf6_d3,C55,Italian_Game_Two_Knights_Defense_Modern_Bishops_Opening,7,black
True,6,5,1737,1601,e4_e5_Bc4_Nc6_Nf3_Nf6_d4_exd4,C44,Scotch_Game_Scotch_Gambit_Dubois_Reti_Defense,8,black
True,6,5,1552,1754,e4_e6_d4_d6,C00,Rat_Defense_Small_Center_Defense,4,white
True,6,5,1773,1495,e4_e5_d4_exd4_Nf3_Nc6_Bc4_Nf6_e5,C45,Scotch_Game_Scotch_Gambit_Advance_Variation,9,black
True,6,5,1575,1527,e4_e5_Nf3_Nc6_Bc4_Nf6_Nc3,C46,Four_Knights_Game_Italian_Variation,7,white
True,6,5,1512,1254,e4_e6_d4,C00,French_Defense_Normal_Variation,3,white
True,6,5,1259,1494,e3_e5_b3_Nc6_Bb2,A01,Nimzo-Larsen_Attack_Modern_Variation_4,5,black
True,6,5,1509,1439,e4_e5_Nf3_Nc6_Bb5_a6_Bxc6,C68,Ruy_Lopez_Exchange_Variation,7,black
True,6,5,1626,1353,d4_d5,D00,Queens_Pawn_Game,2,black
False,8,9,1603,1353,e4_e5_Nf3_Nc6_Bc4_Nf6_d4_exd4_O-O_Nxe4,C56,Italian_Game_Scotch_Gambit_Double_Gambit_Accepted,10,black
True,10,0,1848,1873,e4_e5_Nf3,C40,Kings_Knight_Opening,3,white
True,10,10,1873,1884,e4_b6,B00,Owen_Defense,2,black
False,6,3,1873,1744,e4_c5_Nc3_Nc6_f4,B23,Sicilian_Defense_Grand_Prix_Attack,5,black
False,5,8,1873,2008,d3_e5,A00,Mieses_Opening_Reversed_Rat,2,black
False,8,0,1873,1851,e4_e5_Nf3_Nc6_Bb5_Bc5,C64,Ruy_Lopez_Classical_Variation,6,white
False,8,0,1873,1541,e4_e5_Nf3_Nc6_Bb5_Nd4,C61,Ruy_Lopez_Bird_Variation,6,white
False,8,0,1873,1500,e4_e5_Nf3,C40,Kings_Knight_Opening,3,white
False,8,0,1500,1873,e4_e5_d4_exd4_Qxd4_Nc6_Qc4,C22,Center_Game_Hall_Variation,7,black
False,10,0,1873,1525,e4_d5_d4,D00,Blackmar-Diemer_Gambit,3,white
False,10,0,1873,1525,e4_d5_exd5_Qxd5,B01,Scandinavian_Defense_Mieses-Kotroc_Variation,4,white
False,10,0,1525,1873,e4_e5_Nf3_Nc6_Bc4_Bc5_d3,C50,Italian_Game_Giuoco_Pianissimo,7,white
True,10,0,1521,1526,e4_c5_Nf3_Nc6_Bb5,B30,Sicilian_Defense_Nyezhmetdinov-Rossolimo_Attack,5,black
True,10,0,1518,1410,e4_e5_Nf3_Nc6_Bc4_Nf6_Nc3,C46,Four_Knights_Game_Italian_Variation,7,white
True,10,0,1626,1503,e4_c5_Nf3_Nc6,B30,Sicilian_Defense_Old_Sicilian,4,black
True,10,0,1519,1547,e4_e5_Nf3_Nc6_Bc4_h6,C55,Italian_Game_Anti-Fried_Liver_Defense,6,black
True,10,0,1521,1892,d4_d5_Nc3,D00,Queens_Pawn_Game_Chigorin_Variation,3,black
True,10,0,1229,1517,d4_d5_e4_dxe4_Nc3_Nf6_f3_exf3_Qxf3,D00,Blackmar-Diemer_Gambit_Ryder_Gambit,9,black
True,10,0,1502,1635,Nc3_d5_d4,D00,Queens_Pawn_Game_Chigorin_Variation,3,white
True,10,0,1913,1504,e4_c5_d4_cxd4_c3,B21,Sicilian_Defense_Smith-Morra_Gambit,5,white
True,10,0,1351,1498,e4_c5_Bc4,B20,Sicilian_Defense_Bowdler_Attack,3,black
True,10,0,1491,1525,e4_e5_Nf3_Nc6_Bc4_Nf6_Nc3_Bc5_d3,C50,Italian_Game_Giuoco_Pianissimo_Italian_Four_Knights_Variation,9,white
True,10,0,1504,1509,e4_c5_Nf3_Nc6,B30,Sicilian_Defense_Old_Sicilian,4,white
True,10,0,1521,1484,e4_e5_Nf3_Nf6_Bc4,C42,Russian_Game_Urusov_Gambit,5,black
True,10,0,1569,1542,e4_c5_Nc3_Nc6,B25,Sicilian_Defense_Closed_Variation_Traditional,4,white
True,10,0,1651,1550,e4_c5,B20,Sicilian_Defense,2,white
True,10,0,1551,1538,e4_c5_Nf3_Nc6_d4_cxd4_Nxd4_g6_Nxc6,B34,Sicilian_Defense_Accelerated_Dragon_Exchange_Variation,9,black
True,10,15,1633,1287,e4_e5,C20,Kings_Pawn_Game,2,black
True,10,7,1434,1724,e4_e5_Qh5_Nf6,C20,Kings_Pawn_Game_Wayward_Queen_Attack_Kiddie_Countergambit,4,white
True,10,0,1651,1740,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,10,0,1580,1590,e4_e5_Nf3_Nc6_Be2,C44,Kings_Pawn_Game_Tayler_Opening,5,white
True,15,0,1561,1163,e4_e5_Nf3_Nc6_Nc3_Nf6,C46,Four_Knights_Game,6,white
True,15,0,1716,1422,e4_e5_Nf3_Nc6_Be2,C44,Kings_Pawn_Game_Tayler_Opening,5,black
True,180,180,1681,1388,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,white
True,15,5,1636,1364,e4_d5_exd5_Qxd5,B01,Scandinavian_Defense_Mieses-Kotroc_Variation,4,white
True,10,5,1291,1500,d4_d5_c4_dxc4_Qa4+,D20,Queens_Gambit_Accepted_Accelerated_Mannheim_Variation,5,black
True,10,0,1417,1213,e4_e5_Nf3_Nc6_d4,C44,Scotch_Game,5,white
True,10,0,1013,1206,e4_e5_Bc4,C23,Bishops_Opening,3,black
True,10,0,1216,1344,Nf3_Nf6_d4_g6,A49,East_Indian_Defense,4,black
True,10,0,1194,1356,Nf3_d5_d4_Nc6,D02,Queens_Pawn_Game_Chigorin_Variation,4,white
True,10,0,1315,1205,e4_Nc6,B00,Nimzowitsch_Defense,2,white
True,10,0,1192,1487,d3,A00,Mieses_Opening,1,black
True,10,0,1451,1198,e4_e5_Qf3,C20,Kings_Pawn_Game_Napoleon_Attack,3,white
True,10,0,1171,1408,d3_e5_e4,C20,Kings_Pawn_Game_Leonardis_Variation,3,white
True,10,0,1455,1177,e4_e5_Nf3_Nc6_Bc4,C50,Italian_Game,5,white
True,10,0,1295,1153,e4_e5_d3,C20,Kings_Pawn_Game_Leonardis_Variation,3,black
True,15,0,1307,1518,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,white
True,15,0,1240,1297,e4_e6_d4_d5_e5_c5_Nf3,C02,French_Defense_Advance_Variation_Nimzowitsch_System,7,black
True,15,0,1290,1144,d4_d6_e4_Nf6,B07,Pirc_Defense,4,white
True,15,0,1574,1260,e3,A00,Vant_Kruijs_Opening,1,black
True,15,0,1556,1264,e4_e6_d4_d5_e5_c5_c3_Nc6_Nf3,C02,French_Defense_Advance_Variation_Paulsen_Attack,9,white
True,15,0,1267,1552,e4_c5_Nf3_d6,B50,Sicilian_Defense,4,black
True,15,0,1279,1629,d4_d5_c4_e6,D30,Queens_Gambit_Declined,4,black
True,15,0,1626,1282,d4_e6_c4_d5_Nc3,D31,Queens_Gambit_Declined_Queens_Knight_Variation,5,white
True,15,0,1285,1623,e4_e5_Nf3_Nc6_Bc4_Nf6_Nc3,C46,Four_Knights_Game_Italian_Variation,7,black
True,15,0,1644,1264,d4_e6_c4_d5_Nc3_c5,D32,Tarrasch_Defense,6,black
True,15,0,1267,1641,e4_e5_Nf3_Nc6_d4_exd4_Bc4_Be7,C44,Scotch_Game_Benima_Defense,8,black
True,15,0,1271,1549,e4_e5_Nf3_Nc6_Nc3_Nf6_Bc4,C46,Four_Knights_Game_Italian_Variation,7,black
True,15,0,1526,1253,e4_e6_e5_d5_d4_c5_Nf3,C02,French_Defense_Advance_Variation_Nimzowitsch_System,7,black
True,15,0,1335,1241,e4_e6_Bb5,C00,French_Defense_Bird_Invitation,3,black
True,15,0,1250,1243,e4_e5_Nf3_Nc6_Bc4_Nf6_Ng5,C57,Italian_Game_Two_Knights_Defense_Knight_Attack,7,black
True,10,0,1248,1239,e4_e6_e5_d5_d4_c5_Nf3,C02,French_Defense_Advance_Variation_Nimzowitsch_System,7,black
True,10,0,1201,1230,e4_e6_d4_d5_Nc3_c5,C10,French_Defense_Marshall_Variation,6,black
True,10,0,1217,1219,d4_e6,A40,Horwitz_Defense,2,black
True,10,0,1231,1205,d4_d5_c4_e6,D30,Queens_Gambit_Declined,4,black
True,10,0,1240,1219,d4_e6_e4_d5_e5,C02,French_Defense_Advance_Variation_3,5,black
True,10,0,1226,1230,d4_e6_e4_d5_e5,C02,French_Defense_Advance_Variation_3,5,white
True,10,0,1250,1244,d4_e6_c4_d5_Nc3_c5,D32,Tarrasch_Defense,6,white
True,10,0,1200,1257,d3_e6_e4,C00,French_Defense_Kings_Indian_Attack,3,white
True,10,0,1175,1270,e4_e6_d4_d5_e5_c5_c3,C02,French_Defense_Advance_Variation_2,7,white
True,10,0,1262,1184,d3_e6_e4,C00,French_Defense_Kings_Indian_Attack,3,white
True,10,0,1169,1276,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,10,0,1283,1393,e4_a6_Nf3_b5_c3_c5,B28,Sicilian_Defense_OKelly_Variation_Venice_System_Ljubojevic_Line,6,black
True,10,0,1385,1291,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,10,0,1299,1376,d3,A00,Mieses_Opening,1,black
True,10,0,1366,1308,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,white
True,10,0,1295,1381,d3,A00,Mieses_Opening,1,white
True,10,0,1315,1305,e4_e6_Nc3,C00,French_Defense_Queens_Knight,3,white
True,10,0,1294,1334,d3,A00,Mieses_Opening,1,white
True,10,0,1303,1354,d3_e5_e4,C20,Kings_Pawn_Game_Leonardis_Variation,3,black
True,10,0,1344,1313,e4_e6,C00,French_Defense_2,2,white
True,10,0,1323,1334,d4_d5_e4_e6_Bd3,C00,French_Defense_Schlechter_Variation,5,black
True,10,0,1311,1338,e4_e5_Nf3_Nf6_Bc4,C42,Russian_Game_Urusov_Gambit,5,white
True,10,0,1327,1322,d4_e6_e4_d5_e5,C02,French_Defense_Advance_Variation_3,5,white
False,5,8,1505,1500,e4_Nc6_d4,B00,Kings_Pawn_Game_Nimzowitsch_Defense,3,white
False,15,0,1613,1500,e4_d5_e5_e6_d4,C02,French_Defense_Advance_Variation_3,5,white
False,60,60,1884,2500,e4_c5_Nf3_d6_d4_cxd4_Nxd4_Nf6_Nc3_g6_f3_Bg7_Be3_O-O_Qd2_Nc6_Bc4_Bd7_O-O-O,B78,Sicilian_Defense_Dragon_Variation_Yugoslav_Attack,19,black
True,15,8,1819,1128,e4_e5_Nf3_Nc6_Bc4,C50,Italian_Game,5,white
True,20,0,1134,1372,e4_e5_Nf3_Nf6_Bc4,C42,Russian_Game_Urusov_Gambit,5,black
True,10,5,1137,1533,e4_c5_Nc3,B23,Sicilian_Defense_Closed_Variation,3,black
True,10,0,1217,1149,e4_e5_Nf3_Qf6,C40,Kings_Pawn_Game_McConnell_Defense,4,white
True,10,0,1206,1163,e4_e5_Nf3_Nc6_Nc3_Nf6_d4,C47,Four_Knights_Game_Scotch_Variation,7,white
True,15,11,1242,1176,e4_e5_Nf3_Nc6_Bc4_Nf6_Nc3,C46,Four_Knights_Game_Italian_Variation,7,white
True,10,0,1147,1520,e4_e5_Nf3_Nc6_Bb5_d6_O-O_Nf6_d4_Bd7_Nc3_Be7_Bg5,C66,Ruy_Lopez_Berlin_Defense_Closed_Bernstein_Variation,13,white
True,10,8,1156,1297,e4_e5_Nf3_d6_d4,C41,Philidor_Defense,5,black
True,10,0,1329,1166,e4_e5_d3,C20,Kings_Pawn_Game_Leonardis_Variation,3,white
True,15,0,1445,1172,e4_e5_Nf3_Nc6_d4,C44,Scotch_Game,5,white
True,15,0,1379,1149,e4_e5_Nf3_Nf6_Nc3,C42,Russian_Game_Three_Knights_Game,5,white
True,15,0,1155,1459,e4_e5_Nf3_Nc6_Nc3_Nf6_d4_exd4,C47,Four_Knights_Game_Scotch_Variation_Accepted,8,black
True,15,0,1381,1163,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,white
True,15,0,1540,1169,e4_e5_Qh5_Nf6,C20,Kings_Pawn_Game_Wayward_Queen_Attack_Kiddie_Countergambit,4,white
True,12,0,1171,1648,e4_e5_Bc4_Nf6_Nc3_Nc6_Nf3_Bc5,C50,Four_Knights_Game_Italian_Variation,8,black
False,20,7,1171,1500,e4_e6_Nf3,C00,French_Defense_Knight_Variation,3,black
True,10,3,1172,1760,e4_e5_Nf3_Nc6_d4_exd4_Nxd4,C45,Scotch_Game,7,black
True,15,1,1434,1179,e4_e5_Nf3_Nc6_Nc3_Nf6_Bb5,C48,Four_Knights_Game_Spanish_Variation,7,white
True,15,0,1190,1337,e4_e5_Nf3_d6_d4,C41,Philidor_Defense,5,black
True,9,5,1698,1154,c4_e5_Nc3_Nf6,A22,English_Opening_Kings_English_Variation_Two_Knights_Variation,4,black
False,15,2,1500,1154,e4_e5_Nf3_Nf6_Nxe5_Nxe4,C42,Russian_Game_Damiano_Variation,6,white
False,10,0,1558,1154,e4_e5_f4_exf4_d4,C33,Kings_Gambit_Accepted_Polerio_Gambit,5,white
True,20,5,1158,1521,e4_e5_Nf3_Nc6_Bc4_Bc5,C50,Giuoco_Piano,6,black
True,15,0,1758,1160,d4_d5_c4_dxc4_e4_e5,D20,Queens_Gambit_Accepted_Central_Variation_McDonnell_Defense,6,white
True,5,8,1162,1606,e4_e5_Nf3_d6_Bc4,C41,Philidor_Defense_3,5,black
True,10,3,1561,1166,e4_e5_Nf3_Nc6_d4,C44,Scotch_Game,5,white
True,8,3,1939,1167,e4_e5_Qh5,C20,Kings_Pawn_Game_Wayward_Queen_Attack,3,white
True,40,10,1510,1171,d4_Nf6_c4_d5,D06,Queens_Gambit_Refused_Marshall_Defense,4,white
True,10,0,1173,1751,e4_e5,C20,Kings_Pawn_Game,2,black
True,10,0,1670,1175,e4,B00,Kings_Pawn,1,white
True,10,0,1573,1179,e4_e5_Nf3_Nc6_Bc4,C50,Italian_Game,5,white
True,10,0,1184,1500,e3,A00,Vant_Kruijs_Opening,1,black
True,5,5,2038,1957,e4_e5_Bc4_Nf6,C24,Bishops_Opening_Berlin_Defense,4,white
True,10,0,1965,2087,e4_e6_d4_d5_exd5_exd5_c4,C01,French_Defense_Exchange_Variation_Monte_Carlo_Variation,7,black
True,10,0,1420,1964,e4_e5_Nf3_Nc6_Bc4_Bc5,C50,Giuoco_Piano,6,black
True,5,7,1951,1975,e4_c5_f4,B21,Sicilian_Defense_McDonnell_Attack,3,white
True,10,0,2000,1962,e4_e5_Nf3_Nc6_Bc4_Bc5_c3_Nf6_d4_exd4_cxd4_Bb4+_Nc3,C54,Italian_Game_Giuoco_Piano_Grecos_Attack,13,white
True,8,0,2052,1971,d4_Nf6_c4_d6_Nc3_g6_e4_Bg7_f4_O-O_Nf3_c5_d5,E76,Kings_Indian_Defense_Four_Pawns_Attack_Dynamic_Attack,13,white
True,10,0,1987,1900,e4_e5_Nf3_Nc6_d4_exd4_Nxd4,C45,Scotch_Game,7,black
True,10,0,1821,1979,e4_e5_f4_d5_exd5_exf4_Nf3,C36,Kings_Gambit_Accepted_Modern_Defense_2,7,black
True,10,0,1996,1886,e4_c6_d4_d5_exd5_cxd5_c4_Nf6_Nc3_e6,B14,Caro-Kann_Defense_Panov_Attack,10,black
