id,rated,winner,increment_code,white_id,white_rating,black_id,black_rating,moves,opening_eco,opening_name,opening_ply,minutes
eR1leKWj,False,white,10+2,guruvachan,1196,mrunank,1609,e3,A00,Van't Kruijs Opening,1,10
AsWSYyDc,True,white,20+0,wargoss,1624,mashi,1427,e4 e5 Bc4,C23,Bishop's Opening,3,20
LrSVml8V,True,white,15+5,trial-__gre,1501,viramundo,1499,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,15
x1ob2Pt3,True,black,10+5,woodham,1242,andrey33,1402,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10
OVzMq1qR,True,black,10+0,ramonsantana44,1919,tanjerry,1889,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 c4 Bg7 Be3 Nf6 Nc3 Ng4,B39,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,14,10
llzca2RX,True,black,10+0,marcelo1957,1932,betweentwopawns,1757,e4 e6 d4 d5 Nd2,C03,French Defense: Tarrasch Variation,5,10
GWBwrzSX,True,white,15+0,boulgour,1506,sdmabunda,1460,e4 e5 f4 exf4 Nf3 d6,C34,King's Gambit Accepted |  Fischer Defense,6,15
5yPiABLZ,False,white,15+15,canexd,1104,fasoidelamon,1337,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,15
JfI1YYYk,True,white,10+0,erfan_yazd,1504,amateur_pawn_star,1509,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,10
VwqIQamh,True,black,10+0,pupolovenko,1493,mistershy,1477,e4 e5 Bc4 Nf6 Nc3,C26,Vienna Game: Stanley Variation,5,10
lYZ4gqba,True,black,10+0,chiefjab,1504,josip111,1578,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
YPeMsdJz,True,white,10+0,capablanca171,1493,harmon758,1706,d4 Nf6 Nc3 d5,D01,Queen's Pawn Game: Chigorin Variation,4,10
P459rzus,False,black,15+15,canexd,1104,canid,1500,c4 e5 Nc3 Nf6,A22,English Opening: King's English Variation |  Two Knights Variation,4,15
sOQNPpCk,True,black,10+0,bischopscup,1265,guilherme1983,1720,d4 e6,A40,Horwitz Defense,2,10
1CqW0pzY,True,white,15+0,evgentar,1204,danielgraham88,1187,e4 g6,B06,Modern Defense,2,15
JBZK4LUI,False,draw,10+0,dimitris22,1812,ibegal68,1897,d4 Nf6 Nf3 e6 Bf4,A46,Indian Game: London System,5,10
0PVGpBvD,True,white,10+0,hetismogelijk,1995,tfeng,1581,Nf3 Nf6 g3 g6,A05,King's Indian Attack: Symmetrical Defense,4,10
V31qCSNv,True,white,15+15,snoopyfan,1924,articulation,1832,c4 e5,A20,English Opening: King's English Variation,2,15
AKDSQGBI,True,white,15+0,garib33gg,1224,theanonymousone,1332,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,15
2jY8zS75,True,black,10+0,piley159,1157,grandmasterblr,1092,e4 e5 Qh5,C20,King's Pawn Game: Wayward Queen Attack,3,10
HpBrr0uW,True,white,10+0,christina-a-11,2200,mouhieddine,1810,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O d6,C66,Ruy Lopez: Berlin Defense |  Improved Steinitz Defense,8,10
XwhSdYKm,False,white,10+2,rmiran,1174,tajberdi,1302,g3 c5,A00,Hungarian Opening: Sicilian Invitation,2,10
4SfPvlK9,True,black,10+0,dinobzik,1244,cookiebiscuit,1263,e4 e5 Nf3 Nf6,C42,Petrov's Defense,4,10
WUyPeYW8,True,white,10+0,taranga,1221,hsanderr,1417,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 Bd3,C02,French Defense: Advance Variation |  Milner-Barry Gambit,11,10
ETe5cbkl,True,black,10+0,networkchess2,1934,alejandroalfaroq,1881,d4 Nf6 c4 g6 Nc3 Bg7,E61,King's Indian Defense,6,10
hf17YUme,True,white,10+0,jesteroz,1257,gymhgy,1141,e4 e5 Nf3 Nc6 Bb5 Nf6,C65,Ruy Lopez: Berlin Defense #2,6,10
plvfG9dL,True,black,20+0,rembrandt16,1491,amin99,1283,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,20
SImnUL33,True,black,15+0,petio,1401,hamidreza,1346,e4 e5 Nf3 Nc6 c3,C44,Ponziani Opening,5,15
RvwKU5Jg,False,white,15+0,conormac,1335,minecraftbook,1237,e4 e5 Nf3 Nf6 Nc3,C42,Russian Game: Three Knights Game,5,15
YPQKRj0E,True,black,10+5,adamsandler,2103,anejbegunje,2198,Nf3 d5,A06,Reti Opening,2,10
boAihvyd,False,white,15+5,michaelfield,1733,lvlango,1624,e4 c5 c4,B20,Sicilian Defense: Staunton-Cochrane Variation,3,15
0ySmcPx9,True,black,15+5,mohammad_baharan,1403,hnlute,1291,e4 e5,C20,King's Pawn Game,2,15
omCvfFPc,True,black,10+5,arturfritz,1490,faridov,1317,e4 e5 Nf3 Nc6 Bc4 Nd4,C50,Italian Game: Schilling-Kostic Gambit,6,10
lpk1eSSE,False,white,45+45,lcpchess,2131,goldenfox99,1431,d4 d5 Nc3 c5,D00,Queen's Pawn Opening: Veresov Attack |  Irish Gambit,4,45
AeDirHnF,True,white,10+0,first-time-1,2203,galaxy_oasis,1718,Nf3 c5 c4 Nc6 Nc3 Nf6,A35,English Opening: Symmetrical Variation |  Four Knights Variation,6,10
bJTQarCU,False,white,30+6,hobanjaystellers,946,killoilll,1069,e4 e5 Nf3,C40,King's Knight Opening,3,30
2MbA3y3n,True,white,10+0,knight602,1387,leolayon,1399,d4 d5 c4 c6 cxd5,D10,Slav Defense: Exchange Variation,5,10
4lfvmPkm,False,white,20+1,amirhossein2014,1757,gabrielexy,1040,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,20
jztS9q6x,True,black,10+0,giu2233,1316,fire7,1442,d4 d5 c4 e6 Nf3 c5 e3 Nc6 Nc3 Nf6,D32,Tarrasch Defense: Symmetrical Variation,10,10
5PvEQ9Sy,False,black,10+0,edmur11,1500,brandonbos,1480,e4 e5 Nf3 Nc6 Bc4 Nd4,C50,Italian Game: Schilling-Kostic Gambit,6,10
PqxiSnXO,True,black,20+5,zoerichi,1025,idiot_chessplayer,1579,Nf3 Nf6,A04,Reti Opening #2,2,20
hPeIuhGm,True,black,20+0,loco104,1452,dahlioz,2085,d4 d5,D00,Queen's Pawn Game,2,20
QKlm0hw3,False,black,12+5,bu11d0zer,1366,improbablyhigh,1495,e4 c5 Nc3,B23,Sicilian Defense: Closed Variation,3,12
Iwow2Y64,True,black,10+0,glzrchess,1231,efra3d,1205,d4 d5 c4 e6,D30,Queen's Gambit Declined,4,10
LFOzl1lV,True,white,10+0,toan798,1548,hainkostok728,1605,d4 Nf6 c4 g6 Nf3,E60,King's Indian Defense: Normal Variation |  King's Knight Variation,5,10
6nkIRlhw,False,white,10+0,thierry972,1519,mimirilinguis,1026,e4 e5 Nc3,C27,Vienna Game,3,10
53nOG42b,False,white,20+0,toni90,1081,rps_1899,2126,e4 e5 Nf3,C40,King's Knight Opening,3,20
jhgF2KWW,True,black,10+3,seba71974,1710,1240100948,1705,e4 c5 Nf3 e6 c3,B40,Sicilian Defense: Delayed Alapin Variation,5,10
yrQWTJVz,True,black,15+0,isachess,1860,philiveykk,1820,e4 e6 Nf3,C00,French Defense: Knight Variation,3,15
b6yvOoRU,True,white,15+0,aceituna,1506,sdmabunda,1500,d4 d5 c4 c6 Nf3 Nf6 Nc3 g6,D15,Slav Defense: Schlechter Variation,8,15
StHKLsMT,True,black,15+0,joe-brown,1032,queops,1274,d4 d5 e4 c6 exd5,B13,Caro-Kann Defense: Exchange Variation,5,15
REVvp41M,True,black,30+5,roy63,1828,nigelnaomi,1674,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3,C46,Four Knights Game: Italian Variation,7,30
gyp74acJ,False,black,10+1,dipking1,1297,mario011,1500,d3,A00,Mieses Opening,1,10
eiqYU4gu,True,white,15+0,yoursister69,1416,mathu21345,1511,e4 e5 Nf3 Nc6 Bb5 Bc5 c3,C64,Ruy Lopez: Classical Variation |  Central Variation,7,15
0LbywMIY,False,black,30+0,von,1328,whzgud,1657,e4 g6 d4 Bg7,B06,Robatsch (Modern) Defense,4,30
w6zqfhuO,False,black,30+5,staccato_allegro,1215,picpic,1500,e3,A00,Van't Kruijs Opening,1,30
pYHy2zOb,True,white,10+0,ramin741,1728,anphil,1772,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3,10
3Lk8VJ0k,True,white,30+0,woodham,1222,nishantha,1314,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,30
0YtMmCrd,False,black,10+0,nullbyte,1715,stxe4,1887,d4 Nf6 c4 d5 Nc3 g6 Bf4 Bg7 Nf3,D92,Gruenfeld Defense: Three Knights Variation |  Hungarian Attack,9,10
ItZAAFxb,True,white,15+10,brko61,1938,o-king-o,1777,e4 c5 Nf3 Nc6 d4,B32,Sicilian Defense: Open,5,15
QellRPv4,True,black,10+0,thuandang,1484,icecreamdealer,1738,e4 e5 d4 exd4 Bd3,C21,Center Game: Ross Gambit,5,10
ddu4VL3Y,True,black,10+0,ri_chess,1531,karldguru,1689,d4 d5 c4 dxc4 e3,D20,Queen's Gambit Accepted: Old Variation,5,10
lLnTBNyP,True,white,10+0,chesscarl,2288,danielsor,2148,e4 e5 Nf3 Nf6,C42,Petrov's Defense,4,10
KavquYUI,False,white,10+0,yesconnor,1259,nasa2016,1425,e4 e5 Nf3 Nc6 Nc3 Nf6 d4 exd4,C47,Four Knights Game: Scotch Variation Accepted,8,10
t9EZlOCa,True,black,15+0,dsom1234,1807,nilov,1687,d4 Nf6 Nf3 e6 e3 d5,D05,Colle System,6,15
fiiJXYh1,False,black,10+2,ilyadjscjd,1600,denisgodunov,1576,e4 e6 d4,C00,French Defense: Normal Variation,3,10
z0VaJEMu,True,black,10+0,andrian9,1350,bear789,1372,e4 c5 c4,B20,Sicilian Defense: Staunton-Cochrane Variation,3,10
6fDBMspI,True,white,15+0,futuro_gm22,2182,alfio,1999,e4 d5 exd5 Nf6 d4 Nxd5 Nf3 Bg4,B01,Scandinavian Defense: Modern Variation |  Gipslis Variation,8,15
RryHsnMl,True,black,10+10,ultranice,2000,pavelsps,2020,d4 Nf6 Nf3 e6 Bg5 h6,A46,Torre Attack: Classical Defense |  Nimzowitsch Variation,6,10
yNLwbz9R,True,black,15+5,anakgreget,1730,lallabiga,1473,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5,C57,Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation,8,15
nvw8PP4G,False,black,20+0,edwardteachh,1675,king5891,1400,e4 b6,B00,Owen Defense,2,20
ebd3vFKU,True,black,10+0,truskawka904,1376,voodooo,1263,e4 Nf6,B02,Alekhine Defense,2,10
1ThiZFTf,True,white,10+0,chesskhovtsev,1607,saldir,1558,c4 e5 Nc3,A21,English Opening: King's English Variation |  Reversed Sicilian,3,10
ZocN5C7j,True,black,15+10,luci_bunny,1303,eche777,1284,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,15
MqOhP9JT,True,white,10+0,havz,1589,chesskhovtsev,1621,d4 d5 c4 e6,D30,Queen's Gambit Declined,4,10
wkEWWBKZ,True,white,12+2,kyzuro,1355,diegomorales04042016,1431,c4 e5,A20,English Opening: King's English Variation,2,12
GJWveHwR,True,white,10+0,az_99,1743,nileshsar,1498,d4,A40,Queen's Pawn,1,10
5Kmm7fWC,True,black,15+0,iya33,1858,apis11,1944,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Nc3,B34,Sicilian Defense: Accelerated Dragon |  Modern Variation,9,15
xqz58g8e,False,white,10+2,moty1,1068,alliekatxoxo1,807,e4 e5 d3,C20,King's Pawn Game: Leonardis Variation,3,10
NrseWJbZ,False,black,10+0,burks,1016,elsalvadorp,1016,Nc3 e5 e4 Nf6 Bc4 Nc6,C28,Vienna Game: Stanley Variation |  Three Knights Variation,6,10
CjPoNdX9,False,white,10+0,markozir,1661,kostastop1526,1548,e4 e6 f4,C00,French Defense: La Bourdonnais Variation,3,10
tnpb9Qov,False,draw,15+0,nomatter9230,1748,ireallylikechess,1818,e4 c6 d4 d5 exd5,B13,Caro-Kann Defense: Exchange Variation,5,15
EtXr9vNn,False,white,30+0,campax,1615,gaymanipulation,1291,e4 e5 Nf3 Nc6 Bb5,C60,Ruy Lopez,5,30
5a2ZmVT9,True,white,10+8,blitzfofun,1720,james0001,1538,e4 e5 Nf3 Nc6 Bc4 f5,C50,Italian Game: Rousseau Gambit,6,10
LAO7zlda,True,black,10+0,noobdude,1662,mia2011,1844,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
rqW55o3M,True,black,30+30,alankarajallo,1414,guru200773,1737,e4 c5 Nf3 d6,B50,Sicilian Defense,4,30
PYA4Z5Rq,True,white,20+0,zapala,1513,charles1259,1656,e4 e6 Nf3,C00,French Defense: Knight Variation,3,20
KzQnlPL1,True,white,12+11,dipset,1450,intellectualhonesty,1551,d4 e6,A40,Horwitz Defense,2,12
6GH31jYl,True,white,10+0,andrewbutov,1546,aleph6,1647,e4 d5 e5 Nc6 d4,B00,Nimzowitsch Defense: Scandinavian Variation |  Advance Variation,5,10
6Ki1QS6f,True,white,15+15,maluking,1605,f1v3,1576,e4 e5 Bb5,C20,Portuguese Opening,3,15
q8gzJMaa,True,white,10+0,vishalvasans1,1586,nonneposso,1623,c4 Nf6,A15,English Opening: Anglo-Indian Defense,2,10
JLA9QSdh,True,black,10+0,poocasso,1457,greenpeace48,1510,Nf3 d5 d4,D02,Queen's Pawn Game: Zukertort Variation,3,10
dEvcZHFh,True,white,10+0,derspiegel,1668,krnoktorn,1891,e4 g6 d4 Bg7,B06,Robatsch (Modern) Defense,4,10
6Is0IXFg,True,black,10+0,tcmfan,1434,stevenemily,1449,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Na5 Bb5+,C58,Italian Game: Two Knights Defense |  Polerio Defense |  Bishop Check Line,11,10
hjAt7pYG,True,white,10+0,knight602,1351,kskatem,1287,d4 e6 e4 Nf6,C01,French Defense: Mediterranean Defense,4,10
zNqHUSs7,True,black,10+2,sjeiben,1665,aimzzz,1563,e4 e5 Nf3 Nc6 Bc4 Nf6 d3 Bc5,C50,Italian Game: Giuoco Pianissimo |  Normal,8,10
5Gx0JqsI,True,white,10+0,juncinmestrella,1834,rezvik,1856,e4 e6 Nf3,C00,French Defense: Knight Variation,3,10
7nXvS6Sh,True,white,15+0,jeronemo12345,1581,leo29392,1798,d4 d5 c4 Nc6 Nc3,D07,Queen's Gambit Refused: Chigorin Defense #2,5,15
VsuMusdM,True,black,15+15,webkin,1587,ojgen,1568,e4 e5 Nf3 Nc6 c3 Nf6,C44,Ponziani Opening: Jaenisch Counterattack,6,15
BiiC5fxA,False,white,10+5,artykom,2044,fluffyduck,1491,d4 d5 c4 Nf6,D06,Queen's Gambit Refused: Marshall Defense,4,10
yfuBgAoC,True,black,10+0,antonio50,1461,mauldn,1253,d4 d5 c4,D06,Queen's Gambit,3,10
yyOI0nz4,True,white,10+0,varun_aravind,2161,craciun05,1910,d4 d5 c4 e6,D30,Queen's Gambit Declined,4,10
wtDbwtvq,True,white,15+15,timtimtim23,1805,raxis,1721,e4 e5 Nf3 Nc6 Bc4 h6,C55,Italian Game: Anti-Fried Liver Defense,6,15
gpBefNlG,True,black,30+0,bigbiscuit599,1440,tuco84,1693,e4 e5 d4 exd4 c3,C21,Danish Gambit,5,30
mvqrOE33,True,black,12+0,zapala,1574,tontorron,1632,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,12
31Os60Zu,False,black,30+35,zoerichi,1033,elpidio,1500,Nf3 d5,A06,Reti Opening,2,30
RToQPGeT,True,draw,20+2,mac2224,1973,tunisinov,1973,d4 f5,A80,Dutch Defense,2,20
IdszdQsY,True,white,10+0,patroclos11,1686,edenshaul,1400,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,10
WLsc1idb,True,black,10+0,antonchess29,1241,nur0c,1280,e4 c5 d4,B21,Sicilian Defense: Smith-Morra Gambit #2,3,10
6sLz9yMf,True,black,10+0,joseneto95,1964,dumbluck,1892,d4 d5 Nf3 Nc6,D02,Queen's Pawn Game: Chigorin Variation,4,10
KwFMbaKY,True,black,10+5,tabia777,1341,kingcrazy99,1391,e4 e5 Nf3 Nf6 Nc3,C42,Russian Game: Three Knights Game,5,10
QK98lj2r,True,black,30+10,ivanbus,1314,elleestelle,1295,e4 e5 Nf3 Nc6 d4 exd4 Nxd4,C45,Scotch Game,7,30
z2esehFi,True,white,10+0,tara12,1423,part74,1418,e4 e5 Nf3 Nc6 Bb5 d6,C62,Ruy Lopez: Steinitz Defense,6,10
qwU9rasv,True,white,10+0,capa_jr,1520,daniel_likes_chess,1423,d4 d5 e4 dxe4 Nc3 Nf6 f3 exf3 Nxf3 Nc6,D00,Blackmar-Diemer Gambit: Pietrowsky Defense,10,10
WtEenWvM,True,black,10+0,adatene,1560,biv64,1601,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
UxsGxw4G,True,white,15+0,thehip,1301,nitin123,1204,e4 d5,B01,Scandinavian Defense,2,15
zjeE52lZ,False,white,30+0,grundlesniffer,1370,tomo1997,1500,e4 e5 Nf3 d5,C40,Elephant Gambit,4,30
rw7RU3xt,True,white,10+0,everybodylovesjesus,2131,ahmd11,2018,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nf6 Nc3 Nc6,B45,Sicilian Defense: Four Knights Variation,10,10
KWkUmCqw,True,white,10+0,ridics,2106,fl0yd,1725,f4 d5,A03,Bird Opening: Dutch Variation,2,10
fkwF7n9T,True,black,15+15,djjohnson,1397,cape217,1407,e4 c5 Nf3 d6 Bb5+,B51,Sicilian Defense: Canal-Sokolsky Attack,5,15
dP8cJnEe,True,white,10+0,poocasso,1468,gems5,1386,c4 e5 Nc3 Nf6,A22,English Opening: King's English Variation |  Two Knights Variation,4,10
X0DJ1fJu,True,white,10+10,jamboger,1222,mateuslichess,1262,c4 d5,A10,English Opening: Anglo-Scandinavian Defense,2,10
kkgI4HpI,True,white,10+0,madd_hatter,1502,askaryy,1590,e4 e6 d4 d5 e5 c5 c3 Nc6 Nf3 Qb6 a3,C02,French Defense: Advance Variation |  Main Line,11,10
sk49Rjf7,True,draw,12+12,emerson59,1421,tidalbutt,1413,e4 d6,B07,Pirc Defense #4,2,12
yVYeQr5L,True,white,15+10,danice,1375,voodooo,1314,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,15
DtFjKQWw,True,white,10+0,sirdabuae,1949,youralterego,2225,e4 d5 exd5 Qxd5 Nc3 Qa5,B01,Scandinavian Defense: Main Line,6,10
lmh0GuUG,True,white,10+0,ramin741,1829,athpap,1777,e4 Nc6 Nf3 d6,B00,Nimzowitsch Defense: Williams Variation,4,10
UHurL0yF,True,black,10+0,steevendelgado,1408,d_war,1584,e4 e5 f4,C30,King's Gambit,3,10
9y0B0iGR,True,black,10+0,cris36,1622,saviter,1681,e3,A00,Van't Kruijs Opening,1,10
Ur0uJGc9,True,white,30+30,guru200773,1716,juantaka,1758,e4 e5 Nf3 Qf6,C40,King's Pawn Game: McConnell Defense,4,30
rVNCsu7X,True,white,10+7,georgezipp,1700,mimirilinguis,982,e4 e5 Nf3 d6 Bc4,C41,Philidor Defense #3,5,10
JaKrsAgH,False,white,30+0,caniche7,1527,abidazad,1500,e4 e5 Nf3,C40,King's Knight Opening,3,30
8nirqto6,True,white,15+1,bobrik11,1884,jdbarger,1809,e4 e6 b3,C00,French Defense: Horwitz Attack,3,15
UARC8cjg,True,white,10+2,jesuisenechec,1461,thebestofthebad,828,e4 e5,C20,King's Pawn Game,2,10
C93FmFIq,False,white,180+180,jonhnyorion,1500,vudo1012,1500,e4 b6,B00,Owen Defense,2,180
alnK2QWf,True,black,10+0,fire7,1444,adriansywu,1435,e4 e5 Nf3 Nc6 Bb5 Nf6,C65,Ruy Lopez: Berlin Defense #2,6,10
Ayxk6tuc,True,black,10+0,saim,1698,ejik42,1739,d4 Nf6 c4 g6 Nc3 d5 e3 Bg7 Nf3,D94,Gruenfeld Defense: Three Knights Variation |  Burille Variation,9,10
8h1ZdMus,False,black,11+10,kalm-96,2116,berder,2197,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3,11
mUssK6J4,True,white,30+5,benedictnishantha,1368,jayaram,1156,e4 e5 Nf3 d6 d4,C41,Philidor Defense,5,30
wSFmrrjq,True,black,10+10,alexandros64,2116,lolmens,2124,e4 c5 c3 Nf6 e5 Nd5 d4 cxd4,B22,Sicilian Defense: Alapin Variation |  Smith-Morra Declined,8,10
ds8p1j8l,False,white,13+3,lzchips,2207,solidchess_hehe,1562,e4 e5 d4 exd4 Qxd4 Nc6 Qe3,C22,Center Game: Paulsen Attack Variation,7,13
N2XZNEWU,True,black,10+0,fasd,1350,desko74,1566,e4 e5 f4,C30,King's Gambit,3,10
kAxlJPih,True,draw,10+0,oggy04,1986,vjs,1993,e4 e6 d4 d5 Nc3 Nf6 Bg5 Be7 e5 Nfd7 h4 a6,C13,French Defense: Alekhine-Chatard Attack |  Maroczy Variation,12,10
nRtf64uE,True,black,20+10,trav7924,1861,mailsupriya,1757,e4 c5 f4 e5,C30,King's Gambit Declined |  Mafia Defense,4,20
aUy84ain,True,black,10+0,vlada555,1843,juncinmestrella,1818,d4 d5 Bg5,D00,Queen's Pawn Game: Levitsky Attack,3,10
w6zqfhuO,False,black,30+5,staccato_allegro,1215,picpic,1500,e3,A00,Van't Kruijs Opening,1,30
ufQfuIcS,True,black,10+0,sameero,2066,bobc,1937,Nf3 Nf6 d4 g6,A49,East Indian Defense,4,10
fdG0FDQD,True,white,10+0,d_aparicio,1636,dboenn,1677,d4 d5 e3,D00,Queen's Pawn Game #2,3,10
yPT5JaJx,False,black,180+180,sveenemand,1091,fingers33,1171,e3,A00,Van't Kruijs Opening,1,180
yp4eywfv,False,black,15+5,canexd,1104,angel1156,1430,d4 Nf6,A45,Indian Game,2,15
zSaDngjF,True,black,10+5,justinlew99,1672,onlysully,1717,d4 Nf6 c4 e5 dxe5 Ng4,A52,Budapest Defense,6,10
33xKIuG7,True,black,15+15,gr8_m8_m8_im_ir8,1739,samangan20,1840,d4 e6 c4 Nf6 Nc3 c5 d5 exd5 cxd5 d6 e4,A65,Benoni Defense: King's Pawn Line,11,15
PHPG70jS,True,black,10+0,dharanidharan,1334,umma,1798,e4 e5 Nf3 f5 exf5,C40,Latvian Gambit Accepted,5,10
jxtKbPKu,True,white,30+30,messiasjr,1415,guru200773,1734,e4 c5 Bc4,B20,Sicilian Defense: Bowdler Attack,3,30
mYIKv9zs,True,white,10+3,1240100948,1717,seba71974,1699,d4 d5 Bf4,D00,Queen's Pawn Game: Mason Attack,3,10
zd5p6Biq,True,white,10+0,jovaneli,1561,adatene,1589,e4 c5 Nf3 g6 d4,A42,Sicilian Defense: Hyperaccelerated Fianchetto,5,10
1mi2HfIm,True,black,10+5,thorfabian,1774,chesscarl,2071,e4 c5 Nf3 e6 d4 cxd4 Nxd4 a6,B41,Sicilian Defense: Kan Variation,8,10
T0RlNA2f,True,black,10+0,mobin1388,1828,kaji_djagal,1697,d4 d5 Nf3,D02,Queen's Pawn Game: Zukertort Variation,3,10
dCjf66Ah,True,white,10+0,sun22,1860,fmtabriz,1938,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,10
Jj6QlqD1,True,white,10+0,vzg100,1600,martinlutherking,1432,e4 e6 d4 c5,C00,Queen's Pawn Game: Franco-Sicilian Defense,4,10
30ILNUpa,True,white,10+0,nexovec,1646,jox52,1833,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 Qb6,B32,Sicilian Defense: Godiva Variation,8,10
9ysJ6Cis,True,black,10+0,anejbegunje,2230,pavlove1986,2201,d4 Nf6 Nf3 d5 Bf4,D02,Queen's Pawn Game: London System,5,10
vqgQ6z87,True,black,10+0,yastenet,1920,wellsaid,2194,e4 e5 Bc4 Nf6 Nf3,C42,Russian Game: Urusov Gambit,5,10
q30DTIqH,True,black,10+0,soc,1821,pink-flower,1979,e4 e5 f4 d5 exd5 exf4 Nf3,C36,King's Gambit Accepted: Modern Defense #2,7,10
yJTiS12r,True,black,10+0,b25270,1729,mr47,1615,e4 e5 d4 exd4 c3 dxc3 Bc4 cxb2 Bxb2,C21,Danish Gambit Accepted,9,10
4yXIrVL2,True,white,10+0,kn89,1525,vic44,1515,e4 c5 Nf3 g6,B27,Sicilian Defense: Hyperaccelerated Dragon,4,10
KsrYTVJW,True,black,10+0,dbmcdonald,1263,fatih221b,1264,e4 e5 Nf3 d6 d4 exd4 Nxd4,C41,Philidor Defense: Exchange Variation #2,7,10
HR6zQjVr,True,black,20+5,spiteknight,1665,donex1,1547,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nf6 O-O b5 Bb3 Be7 Re1,C88,Ruy Lopez: Closed,13,20
TRqq3sqp,True,white,15+15,scacchi11235,1002,cape217,1412,e4 c5 Nc3 e6 Nf3 d6 d4 cxd4 Nxd4 Nf6,B80,Sicilian Defense: Scheveningen Variation,10,15
Z6nTLiW5,True,white,10+2,felipe_freires,2142,vlastimirkov,2104,d4 Nf6 Nf3 g6,A49,East Indian Defense,4,10
jITcGG00,False,black,15+0,gerardfredj,1359,redwood,1359,d4 Nc6,A40,Mikenas Defense,2,15
HV6L0Xol,True,black,10+0,sy_nc,1359,piley159,1218,e4 e5 Nf3 Nc6 Bc4,C50,Italian Game,5,10
XKsO9nd2,False,white,20+60,larissbug,1972,tom999,1500,e4 c5 Nc3,B23,Sicilian Defense: Closed Variation,3,20
zmE33vKV,False,white,15+2,mauornelas,2126,shijima220,1500,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5,C70,Ruy Lopez: Morphy Defense |  Classical Defense Deferred,8,15
bZH0elxT,True,draw,45+4,t3v3a3d,1691,lcover,1451,e4 c5 f4,B21,Sicilian Defense: McDonnell Attack,3,45
nxk2Sv0A,True,white,15+5,zaki_ryad,1344,adryy,1140,e4 e5 Nf3 Nc6 Bc4 Nf6 d4,C55,Italian Game: Two Knights Defense |  Open Variation,7,15
6h0G6j1R,True,white,10+0,laughingman22,1589,screwy,1569,e4 e5 Nf3 Nc6 Bb5 a6 Ba4 b5,C70,Ruy Lopez: Morphy Defense |  Caro Variation,8,10
HFkSKiJb,False,black,10+0,brandonbos,1480,pepitoaje,1500,e4 d5 exd5 Qxd5,B01,Scandinavian Defense: Mieses-Kotroc Variation,4,10
0V9zOi4B,True,black,15+0,loris04,1288,flafel26,1565,a4,A00,Ware Opening,1,15
xF8GBOEc,False,black,15+0,totonut,1868,miladrk,1769,e4 e5 Nf3 Nf6 Nxe5 d6 Nf3 Nxe4 Qe2,C42,Russian Game: Cozio (Lasker) Attack,9,15
OVzMq1qR,True,black,10+0,ramonsantana44,1919,tanjerry,1889,e4 c5 Nf3 g6 d4 cxd4 Nxd4 Nc6 c4 Bg7 Be3 Nf6 Nc3 Ng4,B39,Sicilian Defense: Accelerated Dragon |  Maroczy Bind |  Breyer Variation,14,10
3h6A8XAi,True,black,15+0,patoso9,1883,saitama_opm,1877,d4 Nf6 c4 e6 Nc3 d5 cxd5 exd5 Bg5,D35,Queen's Gambit Declined: Exchange Variation |  Positional Variation #2,9,15
dfMGCaQa,True,black,15+6,stunning_star,1719,jomanuell,1733,e4 c5 Nf3 Nc6,B30,Sicilian Defense: Old Sicilian,4,15
